chapter_name,qns
Whole Numbers,1800 students visited a museum on Thursday. There were 826 more boys than girls. How many girls were at the museum? 
Whole Numbers,"Anthony has a total of 68 books. The books either cost $2 or $4 each. If he has 16 more $4 books than $2 books, (a) how many $2 books does he have? (b) find the total value of all his books.  Note to students."
Whole Numbers,"There are 5 identical boxes and 3 identical bags in a storeroom. Each bag has a mass that is thrice that of a box. If the total mass of the bags is 12 kg more than the total mass of the boxes, what is the mass of a bag? "
Whole Numbers,Leona paid $28 for 2 identical cups and 8 identical plates. Each cup cost thrice as much as a plate. (a) How much did she pay for each cup? (b) How much did she pay for each plate ?   Note to students 
Whole Numbers,Jessica bought 3 soaps and 5 lipsticks and paid a total of $46. Each lipstick costs four times as much as a soap. What is the cost of 8 lipsticks? 
Whole Numbers,"Sam has 4 identical sticks and 8 identical iron rods . Each stick is thrice as long as an iron rod. If the total length of the sticks is 16 m longer than the total length of the rods, find the total length of all the sticks and the rods."
Whole Numbers,The total cost of a table and a chair is $105. The table cost $49 more than the chair. How much does the table cost? 
Whole Numbers,The total cost of 5 identical shirts and 2 identical hats is $210. Each shirt cost $7 more than a hat. Find the cost of a shirt.
Whole Numbers,The total cost of 2 pens and 4 notebooks is $36 . Each pen costs $12 more than a notebook. Find the cost of a pen. 
Whole Numbers,"Janice paid $310 for 3 identical skirts and 4 identical pairs of shoes. If each skirt cost $10 more than a pair of shoes, find the cost of each skirt.     "
Whole Numbers,Richard bought 6 identical caps and 2 identical hats He paid a total of $112. Each hat cost $8 less than a cap. Find the total cost of the 3 identical hats.
Whole Numbers,Richard bought 6 identical caps and 2 identical hats He paid a total of $224. Each hat cost $16 less than a cap. (a) Find the total cost of 3 identical hats. (b) Find the total cost of 4 identical caps.   Note to students
Whole Numbers,"A fruit stall has a total of 2927 oranges, apples,mangoes and watermelons. There are 829 oranges and 428 apples. The remaining fruits are watermelons and mangoes. (a) What is the total number of watermelons and mangoes at the stall? (b) If there are 360 more watermelons than mangoes, how many watermelons are there?   Note to students"
Whole Numbers,"In a shop, there were 7040 uniforms. 1685 uniforms were blue in colour,2842 uniforms were black in colour, and the rest were red in colour. (a) How many red uniforms were there? (b) Each red uniform cost $5 each. What is the total value of all the red uniforms in the shop?   Note to students:"
Whole Numbers,"Samantha gave $9876 away. She gave $1386 to her sister and $1288 to her brother. Her mother and father received the rest of the money. If her mother received $228 less than her father, how much did Samatha give to her father? "
Whole Numbers,"There are 3895 people in a church. There are 980 girls and 739 boys. The rest of the people are adults. (a) How many adults are there? (b) If there are 384 fewer women than men, how many women are there?   Note to students:"
Whole Numbers,"There are a total of 1500 pineapples,apples,oranges,mangoes and watermelons at a stall. There are 100 pineapples and 300 oranges at the stall. (a) What is the total number of apples, mangoes and watermelons at the stall? The number of watermelons is 100 less than the total number of apples and mangoes. (b) What is the total number of watermelons at the stall?   Note to students:"
Whole Numbers,"There are a total of 1680 pineapples,apples,oranges,mangoes and watermelons at a stall. There are 230 pineapples and 470 oranges at the stall. (a) What is the total number of apples, mangoes and watermelons at the stall? The number of watermelons is 58 more than the total number of apples and mangoes. (b) What is the total number of watermelons at the stall?    Note to students:  "
Whole Numbers,Jenny has $96 and Amy has $70. Jenny gives Amy some money such that she had $18 more than Amy in the end. How much did Jenny give to Amy? 
Whole Numbers,"There are 18 marbles in a box. A bag has 48 marbles. After some marbles were transferred from the bag to the box, the bag had 8 more marbles than the box. How many marbles were transferred from the bag to the box?"
Whole Numbers,There are 288 ice cubes in container A. Container B has 164 less ice cubes than container A. How many ice cubes must be transferred from container A to container B such that container B would have 20 more ice cubes than container A? 
Whole Numbers,"A box has 236 marbles. A bag has 48 less marbles than the box. After some marbles are transferred from the bag to the box, the box had thrice as many marbles as the bag. How many marbles were transferred from the bag to the box? "
Whole Numbers,Pamela has $600. Renee has $820 more than Pamela. How much money must Renee give to Pamela such that Pamela will have $126 more than Renee?
Whole Numbers,"Mary has 402 cards. Ann has 128 fewer cards than Mary. Mary gave some cards to Ann. Now, Mary has 124 less cards than Ann. How many cards did Mary give to Ann? "
Whole Numbers,"Jon, Jack and Calvin have a total of 1248 cards. Jon has 16 more cards than Jack. The number of cards that Calvin has is twice the total number of cards that Jack and Jon have. How many cards does Calvin have?"
Whole Numbers,"Carol, Nicole and Ann have a total of $224. The amount of money that Ann has is thrice the total amount of money Carol and Nicole have. If Carol has $12 more than Nicole, how much more money has Ann than Nicole?"
Whole Numbers,Teddy weighs 6 kg more than Pam. Danny's mass is twice the total mass of Teddy and Pam. The total mass of the three children is 210 kg. Find Teddy's mass. 
Whole Numbers,Ray has 3 marbles less than Mary. The number of marbles that Samantha has is thrice the total number of marbles that Ray and Mary have. The 3 girls have a total of 84 marbles. How many more marbles does Samantha have than Ray?
Whole Numbers,"Jessica, Tammy and Sally have a total of 540 cards. If Tammy has twice as many cards as Jessica and Sally has thrice as many cards as Tammy, how many cards does Tammy and Jessica have altogether? "
Whole Numbers,"Rolf's mass is 4 times as much as Debby's mass. John's mass is thrice as much as Debby's mass. If Rolf's mass is 54 kg more than Debby's mass, find the total mass of Rolf, Debby and John."
Whole Numbers,"Janice is 4 times as old as Ann. Sandy is twice as old as Janice. If the total age of Ann, Janice and Sandy is 130 years , how much older is Janice than Ann? "
Whole Numbers,"Alice, Eve and Janice shared the cost of a present. Alice spent thrice as much as Janice. Eve spent twice as much as Alice. If Eve and Alice spent a total of $45, what was the cost of the present? "
Whole Numbers,"Pamela , Danny and Vince paid a total of $108 for lunch. Danny paid twice as much as Pamela and Vince paid thrice as much as Danny. If they were to bear the cost of the lunch equally, what is the total amount that Pamela and Danny should return to Vince? "
Whole Numbers,"Cameron, Miley and Leona bought a set of furniture. Miley paid thrice as much as Cameron and Leona paid twice as much as Miley. Leona paid $180 more than Miley. What is the total amount that Cameron must return to Leona if the three of them were to bear the cost of the furniture equally? "
Whole Numbers,"Uncle gave Amy and Todd the same amount of money yesterday. After Amy spent $72 and Todd spent $16, Todd had 8 times as much money left as Amy. How much money did each of them receive yesterday? "
Whole Numbers,"Rihanna sawed off 50 cm from an iron rod and 140 cm from a stick. The length of the remaining iron rod was 6 times that of the remaining length of the stick. If the iron rod and stick were of the same length at first, find the total length of the stick and iron rod before Rihanna cut them."
Whole Numbers,"Simon bought a packet of chocolates and gave half of it to Leona. Simon ate 75 of his chocolates and Leona ate 27 of hers. Then, Leona had 3 times as many chocolates left as Simon. How many chocolates were there in the packet at first? "
Whole Numbers,"John had some money. He gave half of his money to Teddy. Then, John spent $1400 and Teddy spent $84. In the end, Teddy had 8 times as much money left as John. Find the total amount of money both Teddy and John had left."
Whole Numbers,Adam had 20 more stamps than Jerry. He gave 12 stamps to Jerry. How many less stamps did Adam have than Jerry in the end? 
Whole Numbers,"Yesterday, Royston had the same number of marbles as Terry. Today, he gave Terry 60 marbles. How many more marbles did Terry have than Royston in the end? "
Whole Numbers,"Mary had 48 more marbles than John at first. Then, she gave 31 of her marbles to John. How many less marbles has Mary than John in the end? "
Whole Numbers,"Tom had 82 more apples than Joe at first. Then, he gave 14 of his apples to Joe and 18 apples to Sally. How many more apples has Tom than Joe in the end? "
Whole Numbers,Lisa purchased 4 pairs of jeans and 3 skirts for $480. Each pair of jeans costs thrice as much as a skirt. How much did she pay for each pair of jeans? 
Whole Numbers,A sweater and 6 jackets cost $342. The sweater costs 12 times as much as each jacket. How much more does a sweater cost than a jacket? 
Whole Numbers,5 identical plates and 6 identical cups cost $62. Each plate costs 5 times as much as a cup. How much change will Jon receive if he pays for 10 cups with a $100 note?
Whole Numbers,Angela purchased 4 ribbons and 3 hair clips for $45. Each ribbon costs thrice as much as a hair clip. How much will 12 ribbons cost? 
